,Country_Name,Indicator_Name,Region,Income_Group,Year,Value
1441,St. Lucia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2005,
1442,St. Martin (French part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2005,
1443,St. Vincent and the Grenadines,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2005,15.84325027
1444,Swaziland,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2005,12.99734974
1445,Sweden,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2005,23.60149002
1446,Switzerland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2005,21.97888947
1447,Syrian Arab Republic,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2005,
1448,Tanzania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2005,12.62244987
1449,Thailand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2005,
1450,Timor-Leste,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2005,
1451,Togo,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2005,7.96600008
1452,Tonga,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2005,
1453,Trinidad and Tobago,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2005,
1454,Tunisia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2005,18.72686005
1455,Turkey,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2005,
1456,Uganda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2005,
1457,Ukraine,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2005,
1458,United Arab Emirates,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2005,
1459,United Kingdom,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2005,17.11529922
1460,United States,Government expenditure per primary student as % of GDP per capita (%),North America,High income: OECD,2005,19.64290047
1461,Uruguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2005,8.344360352
1462,Vanuatu,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2005,
1463,"Venezuela, RB",Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2005,
1464,Vietnam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2005,
1465,Zambia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2005,4.854849815
1466,Zimbabwe,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2005,
1467,Afghanistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2006,
1468,Algeria,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2006,
1469,Andorra,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2006,10.03345966
1470,Argentina,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,11.54559994
1471,Armenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2006,
1472,Aruba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2006,
1473,Australia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2006,17.71266937
1474,Austria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,22.70006943
1475,Bahrain,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2006,
1476,Bangladesh,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2006,7.7948699
1477,Barbados,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2006,
1478,Belgium,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,19.82601929
1479,Belize,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,14.09801006
1480,Benin,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,11.59669018
1481,Bermuda,Government expenditure per primary student as % of GDP per capita (%),North America,High income: nonOECD,2006,
1482,Bhutan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2006,
1483,Bolivia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2006,13.62847042
1484,Bosnia and Herzegovina,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2006,
1485,Botswana,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2006,
1486,Brazil,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1487,British Virgin Islands,Government expenditure per primary student as % of GDP per capita (%),,,2006,
1488,Brunei Darussalam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2006,
1489,Bulgaria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2006,21.72761917
1490,Burkina Faso,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,29.62454987
1491,Burundi,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1492,Cabo Verde,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,18.66724014
1493,Cambodia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Low income,2006,
1494,Cameroon,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,7.085289955
1495,Central African Republic,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,7.314579964
1496,Chad,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1497,Channel Islands,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2006,
1498,Chile,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: OECD,2006,10.42527008
1499,China,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2006,
1500,Colombia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1501,Comoros,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1502,"Congo, Dem. Rep.",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1503,"Congo, Rep.",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,
1504,Costa Rica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,14.41769028
1505,Cote d'Ivoire,Government expenditure per primary student as % of GDP per capita (%),,,2006,16.02823067
1506,Cuba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,33.64258957
1507,Cyprus,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2006,21.76618004
1508,Czech Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,12.39568996
1509,Denmark,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,23.94042969
1510,Djibouti,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2006,21.35675049
1511,Dominica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1512,Dominican Republic,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1513,Ecuador,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1514,El Salvador,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2006,7.949440002
1515,Equatorial Guinea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,High income: nonOECD,2006,
1516,Eritrea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1517,Estonia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,
1518,Ethiopia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1519,Fiji,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2006,
1520,Finland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,17.3281002
1521,France,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,17.16972923
1522,"Gambia, The",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,5.501410007
1523,Georgia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2006,
1524,Germany,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,15.60472012
1525,Ghana,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,11.54969025
1526,Guatemala,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2006,11.23950958
1527,Guinea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1528,Guyana,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2006,8.341850281
1529,"Hong Kong SAR, China",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2006,13.5240202
1530,Hungary,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2006,25.17414093
1531,Iceland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,25.51000977
1532,India,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2006,
1533,Indonesia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1534,"Iran, Islamic Rep.",Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2006,14.64721966
1535,Ireland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,14.24932957
1536,Israel,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: OECD,2006,20.51440048
1537,Italy,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,23.69249916
1538,Jamaica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1539,Japan,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2006,21.00359917
1540,Jordan,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2006,12.82923985
1541,Kenya,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,22.10017967
1542,Kiribati,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1543,"Korea, Rep.",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2006,16.1865406
1544,Kuwait,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2006,8.541669846
1545,Lao PDR,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1546,Latvia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2006,33.63856888
1547,Lesotho,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,20.62565994
1548,Liechtenstein,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2006,9.967289925
1549,Lithuania,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2006,15.40886021
1550,Luxembourg,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,
1551,"Macao SAR, China",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2006,
1552,Madagascar,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,9.799329758
1553,Malawi,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1554,Malaysia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2006,10.14560986
1555,Maldives,Government expenditure per primary student as % of GDP per capita (%),South Asia,Upper middle income,2006,15.1869297
1556,Mali,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1557,Malta,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2006,
1558,Mauritania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,
1559,Mauritius,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2006,10.13932991
1560,Mexico,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,13.6511898
1561,Moldova,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2006,
1562,Monaco,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2006,
1563,Mongolia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1564,Morocco,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2006,16.60268021
1565,Mozambique,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,12.86017036
1566,Namibia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2006,18.43151093
1567,Nepal,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2006,
1568,Netherlands,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,16.38694
1569,New Caledonia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2006,
1570,New Zealand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2006,17.13632011
1571,Nicaragua,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2006,7.572140217
1572,Niger,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,8.322850227
1573,Norway,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,17.75926018
1574,Oman,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2006,
1575,Pakistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2006,
1576,Panama,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1577,Paraguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2006,
1578,Peru,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,7.443999767
1579,Philippines,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1580,Poland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,24.82350922
1581,Portugal,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,20.76202011
1582,Romania,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2006,
1583,Rwanda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1584,Samoa,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1585,San Marino,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2006,
1586,Sao Tome and Principe,Government expenditure per primary student as % of GDP per capita (%),,,2006,
1587,Saudi Arabia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2006,
1588,Senegal,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,16.98777962
1589,Serbia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2006,
1590,Seychelles,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2006,
1591,Sierra Leone,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1592,Singapore,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2006,
1593,Sint Maarten (Dutch part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2006,
1594,Slovak Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,14.91948032
1595,Slovenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,
1596,Solomon Islands,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1597,Somalia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1598,South Africa,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2006,14.7865696
1599,South Asia,Government expenditure per primary student as % of GDP per capita (%),0,0,2006,
1600,South Sudan,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,
1601,Spain,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,19.01719093
1602,Sri Lanka,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2006,
1603,St. Kitts and Nevis,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2006,
1604,St. Lucia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1605,St. Martin (French part),Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2006,
1606,St. Vincent and the Grenadines,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,
1607,Swaziland,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,13.0326004
1608,Sweden,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,23.12511063
1609,Switzerland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,21.07970047
1610,Syrian Arab Republic,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2006,
1611,Tanzania,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,8.214189529
1612,Thailand,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2006,
1613,Timor-Leste,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1614,Togo,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,6.713540077
1615,Tonga,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2006,
1616,Trinidad and Tobago,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2006,
1617,Tunisia,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2006,
1618,Turkey,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2006,
1619,Uganda,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1620,Ukraine,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2006,
1621,United Arab Emirates,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2006,
1622,United Kingdom,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2006,19.86598015
1623,United States,Government expenditure per primary student as % of GDP per capita (%),North America,High income: OECD,2006,20.94323921
1624,Uruguay,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2006,8.565139771
1625,Vanuatu,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1626,"Venezuela, RB",Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2006,8.028420448
1627,Vietnam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2006,
1628,Zambia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2006,
1629,Zimbabwe,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2006,
1630,Afghanistan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2007,
1631,Algeria,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Upper middle income,2007,
1632,Andorra,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2007,10.19610977
1633,Argentina,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,12.65437031
1634,Armenia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2007,
1635,Aruba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2007,
1636,Australia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: OECD,2007,17.28701973
1637,Austria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,22.29696083
1638,Bahrain,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,High income: nonOECD,2007,
1639,Bangladesh,Government expenditure per primary student as % of GDP per capita (%),South Asia,Low income,2007,8.893779755
1640,Barbados,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: nonOECD,2007,
1641,Belgium,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,19.94462013
1642,Belize,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,
1643,Benin,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,
1644,Bermuda,Government expenditure per primary student as % of GDP per capita (%),North America,High income: nonOECD,2007,
1645,Bhutan,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2007,
1646,Bolivia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2007,
1647,Bosnia and Herzegovina,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2007,
1648,Botswana,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Upper middle income,2007,13.98882961
1649,Brazil,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,17.15772057
1650,British Virgin Islands,Government expenditure per primary student as % of GDP per capita (%),,,2007,9.081899643
1651,Brunei Darussalam,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2007,
1652,Bulgaria,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2007,20.39286041
1653,Burkina Faso,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,19.62405968
1654,Burundi,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,
1655,Cabo Verde,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2007,13.54796982
1656,Cambodia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Low income,2007,
1657,Cameroon,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2007,7.612969875
1658,Central African Republic,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,5.345910072
1659,Chad,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,
1660,Channel Islands,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2007,
1661,Chile,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,High income: OECD,2007,11.20534992
1662,China,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2007,
1663,Colombia,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,12.46450043
1664,Comoros,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,
1665,"Congo, Dem. Rep.",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,
1666,"Congo, Rep.",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2007,
1667,Costa Rica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,14.79051018
1668,Cote d'Ivoire,Government expenditure per primary student as % of GDP per capita (%),,,2007,16.1926899
1669,Cuba,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,45.70381165
1670,Cyprus,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: nonOECD,2007,23.36528969
1671,Czech Republic,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,11.97507954
1672,Denmark,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,23.81760025
1673,Djibouti,Government expenditure per primary student as % of GDP per capita (%),Middle East & North Africa,Lower middle income,2007,22.54558945
1674,Dominica,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,13.69585991
1675,Dominican Republic,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,8.423859596
1676,Ecuador,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Upper middle income,2007,
1677,El Salvador,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2007,7.891630173
1678,Equatorial Guinea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,High income: nonOECD,2007,
1679,Eritrea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,
1680,Estonia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,19.04615021
1681,Ethiopia,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,
1682,Fiji,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Upper middle income,2007,
1683,Finland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,16.79146004
1684,France,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,17.79443932
1685,"Gambia, The",Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,5.760119915
1686,Georgia,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Lower middle income,2007,
1687,Germany,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,15.13138008
1688,Ghana,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Lower middle income,2007,10.84095001
1689,Guatemala,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2007,10.6139698
1690,Guinea,Government expenditure per primary student as % of GDP per capita (%),Sub-Saharan Africa,Low income,2007,
1691,Guyana,Government expenditure per primary student as % of GDP per capita (%),Latin America & Caribbean,Lower middle income,2007,8.692970276
1692,"Hong Kong SAR, China",Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,High income: nonOECD,2007,12.27176952
1693,Hungary,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,Upper middle income,2007,24.82432938
1694,Iceland,Government expenditure per primary student as % of GDP per capita (%),Europe & Central Asia,High income: OECD,2007,25.07299042
1695,India,Government expenditure per primary student as % of GDP per capita (%),South Asia,Lower middle income,2007,
1696,Indonesia,Government expenditure per primary student as % of GDP per capita (%),East Asia & Pacific,Lower middle income,2007,11.48270035
