Country_Name,Indicator_Name,Region,Income_Group,2010
Lao PDR,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Lower middle income,45.02912
Lao PDR,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Lower middle income,46.11725
Lao PDR,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Lower middle income,65.48057
Lao PDR,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Lower middle income,67.05378
Lao PDR,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Lower middle income,77.27267
Latvia,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,99.90792
Latvia,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: nonOECD,99.8811
Latvia,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: nonOECD,99.91572
Latvia,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: nonOECD,99.93576
Latvia,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: nonOECD,99.91316
Latvia,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: nonOECD,99.8893
Latvia,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: nonOECD,99.87011
Latvia,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: nonOECD,99.80219
Lebanon,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Upper middle income,88.08706
Lebanon,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Upper middle income,94.27195
Lebanon,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Upper middle income,46.17964
Lebanon,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Upper middle income,72.77973
Lebanon,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Upper middle income,84.43646
Lebanon,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Upper middle income,92.37521
Lebanon,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Upper middle income,99.33674
Lebanon,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Upper middle income,99.16173
Lesotho,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Lower middle income,84.96396
Lesotho,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Lower middle income,65.52196
Lesotho,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Lower middle income,64.09774
Lesotho,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Lower middle income,40.62974
Lesotho,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Lower middle income,84.75772
Lesotho,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Lower middle income,63.01574
Lesotho,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Lower middle income,92.09389
Lesotho,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Lower middle income,74.18503
Liberia,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,27.03491
Liberia,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,60.77481
Liberia,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,9.0378
Liberia,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,55.1625
Liberia,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,23.67193
Liberia,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,60.16153
Liberia,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,37.17031
Liberia,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,63.45102
Libya,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Upper middle income,
Libya,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Upper middle income,
Libya,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Upper middle income,
Libya,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Upper middle income,
Libya,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Upper middle income,
Libya,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Upper middle income,
Libya,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Upper middle income,
Libya,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Upper middle income,
Liechtenstein,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Liechtenstein,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Liechtenstein,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Liechtenstein,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Liechtenstein,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: nonOECD,
Liechtenstein,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: nonOECD,
Liechtenstein,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: nonOECD,
Liechtenstein,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: nonOECD,
Lithuania,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,99.83324
Lithuania,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: nonOECD,99.79419
Lithuania,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: nonOECD,99.8088
Lithuania,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: nonOECD,99.826
Lithuania,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: nonOECD,99.83535
Lithuania,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: nonOECD,99.77168
Lithuania,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: nonOECD,99.86662
Lithuania,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: nonOECD,99.84547
Luxembourg,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Luxembourg,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Luxembourg,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Luxembourg,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Luxembourg,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Luxembourg,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Luxembourg,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Luxembourg,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
"Macao SAR, China","Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: nonOECD,93.73191
"Macao SAR, China","Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: nonOECD,97.75129
"Macao SAR, China","Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: nonOECD,59.73218
"Macao SAR, China","Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: nonOECD,88.47441
"Macao SAR, China","Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: nonOECD,96.21939
"Macao SAR, China","Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: nonOECD,98.21971
"Macao SAR, China","Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: nonOECD,99.69008
"Macao SAR, China","Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: nonOECD,99.65497
"Macedonia, FYR","Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Upper middle income,
"Macedonia, FYR","Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Upper middle income,
"Macedonia, FYR","Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Upper middle income,
"Macedonia, FYR","Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Upper middle income,
"Macedonia, FYR","Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Upper middle income,
"Macedonia, FYR","Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Upper middle income,
"Macedonia, FYR","Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Upper middle income,
"Macedonia, FYR","Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Upper middle income,
Madagascar,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,68.2833
Madagascar,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,75.02887
Madagascar,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,38.00187
Madagascar,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,60.84906
Madagascar,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,67.58022
Madagascar,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,74.68056
Madagascar,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,75.30385
Madagascar,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,78.41248
Malawi,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,51.25197
Malawi,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,72.09765
Malawi,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,12.7222
Malawi,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,66.05427
Malawi,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,46.23229
Malawi,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,71.40848
Malawi,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,69.98174
Malawi,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,74.26925
Malaysia,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Upper middle income,90.74768
Malaysia,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Upper middle income,95.43375
Malaysia,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Upper middle income,43.98981
Malaysia,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Upper middle income,74.84398
Malaysia,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Upper middle income,92.8214
Malaysia,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Upper middle income,96.18534
Malaysia,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Upper middle income,98.45826
Malaysia,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Upper middle income,98.38104
Maldives,"Adult literacy rate, population 15+ years, female (%)",South Asia,Upper middle income,98.69167
Maldives,"Adult literacy rate, population 15+ years, male (%)",South Asia,Upper middle income,98.52034
Maldives,"Elderly literacy rate, population 65+ years, female (%)",South Asia,Upper middle income,92.1363
Maldives,"Elderly literacy rate, population 65+ years, male (%)",South Asia,Upper middle income,93.31756
Maldives,"Literacy rate, population 25-64 years, female (%)",South Asia,Upper middle income,99.01342
Maldives,"Literacy rate, population 25-64 years, male (%)",South Asia,Upper middle income,98.90561
Maldives,"Youth literacy rate, population 15-24 years, female (%)",South Asia,Upper middle income,99.43955
Maldives,"Youth literacy rate, population 15-24 years, male (%)",South Asia,Upper middle income,99.08133
Mali,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,20.28793
Mali,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,43.40063
Mali,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,1.56074
Mali,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,18.85564
Mali,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,14.52512
Mali,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,39.48029
Mali,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,33.94571
Mali,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,56.37127
Malta,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,High income: nonOECD,94.79004
Malta,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,High income: nonOECD,91.79265
Malta,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,High income: nonOECD,85.72395
Malta,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,High income: nonOECD,85.80114
Malta,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,High income: nonOECD,96.7498
Malta,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,High income: nonOECD,91.70316
Malta,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,High income: nonOECD,99.38657
Malta,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,High income: nonOECD,98.40398
Marshall Islands,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Upper middle income,98.20298
Marshall Islands,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Upper middle income,98.32509
Marshall Islands,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Upper middle income,84.66258
Marshall Islands,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Upper middle income,92.78689
Marshall Islands,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Upper middle income,98.80814
Marshall Islands,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Upper middle income,98.88113
Marshall Islands,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Upper middle income,98.7567
Marshall Islands,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Upper middle income,98.16972
Mauritania,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Lower middle income,35.34843
Mauritania,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Lower middle income,57.40438
Mauritania,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Lower middle income,11.98148
Mauritania,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Lower middle income,38.68232
Mauritania,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Lower middle income,30.6959
Mauritania,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Lower middle income,55.13798
Mauritania,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Lower middle income,47.71239
Mauritania,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Lower middle income,66.39988
Mauritius,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Upper middle income,86.65807
Mauritius,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Upper middle income,91.95172
Mauritius,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Upper middle income,54.75454
Mauritius,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Upper middle income,78.40806
Mauritius,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Upper middle income,88.69707
Mauritius,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Upper middle income,91.94321
Mauritius,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Upper middle income,98.57592
Mauritius,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Upper middle income,97.68915
Mexico,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Upper middle income,91.85342
Mexico,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Upper middle income,94.38394
Mexico,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Upper middle income,67.17826
Mexico,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Upper middle income,76.57243
Mexico,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Upper middle income,92.66668
Mexico,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Upper middle income,95.03381
Mexico,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Upper middle income,98.49213
Mexico,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Upper middle income,98.37557
"Micronesia, Fed. Sts.","Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Lower middle income,
"Micronesia, Fed. Sts.","Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Lower middle income,
"Micronesia, Fed. Sts.","Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Lower middle income,
"Micronesia, Fed. Sts.","Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Lower middle income,
"Micronesia, Fed. Sts.","Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Lower middle income,
"Micronesia, Fed. Sts.","Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Lower middle income,
"Micronesia, Fed. Sts.","Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Lower middle income,
"Micronesia, Fed. Sts.","Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Lower middle income,
Moldova,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Lower middle income,98.92425
Moldova,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Lower middle income,99.37359
Moldova,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Lower middle income,94.39421
Moldova,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Lower middle income,98.26415
Moldova,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Lower middle income,99.69547
Moldova,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Lower middle income,99.53666
Moldova,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Lower middle income,99.58578
Moldova,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Lower middle income,99.33775
Monaco,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Monaco,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Monaco,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: nonOECD,
Monaco,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: nonOECD,
Monaco,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: nonOECD,
Monaco,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: nonOECD,
Monaco,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: nonOECD,
Monaco,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: nonOECD,
Mongolia,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Lower middle income,98.33663
Mongolia,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Lower middle income,98.1747
Mongolia,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Lower middle income,92.68123
Mongolia,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Lower middle income,97.35641
Mongolia,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Lower middle income,98.61593
Mongolia,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Lower middle income,98.30033
Mongolia,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Lower middle income,98.90874
Mongolia,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Lower middle income,98.02181
Montenegro,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,Upper middle income,97.50051
Montenegro,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,Upper middle income,99.43121
Montenegro,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,Upper middle income,90.33544
Montenegro,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,Upper middle income,98.80291
Montenegro,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,Upper middle income,99.05131
Montenegro,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,Upper middle income,99.57784
Montenegro,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,Upper middle income,99.05261
Montenegro,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,Upper middle income,99.36079
Morocco,"Adult literacy rate, population 15+ years, female (%)",Middle East & North Africa,Lower middle income,57.63999
Morocco,"Adult literacy rate, population 15+ years, male (%)",Middle East & North Africa,Lower middle income,76.07358
Morocco,"Elderly literacy rate, population 65+ years, female (%)",Middle East & North Africa,Lower middle income,16.86165
Morocco,"Elderly literacy rate, population 65+ years, male (%)",Middle East & North Africa,Lower middle income,38.90033
Morocco,"Literacy rate, population 25-64 years, female (%)",Middle East & North Africa,Lower middle income,49.29395
Morocco,"Literacy rate, population 25-64 years, male (%)",Middle East & North Africa,Lower middle income,70.62831
Morocco,"Youth literacy rate, population 15-24 years, female (%)",Middle East & North Africa,Lower middle income,74.03429
Morocco,"Youth literacy rate, population 15-24 years, male (%)",Middle East & North Africa,Lower middle income,88.82942
Mozambique,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Low income,36.45228
Mozambique,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Low income,67.3547
Mozambique,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Low income,6.42199
Mozambique,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Low income,38.33898
Mozambique,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Low income,28.61026
Mozambique,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Low income,63.55269
Mozambique,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Low income,56.54005
Mozambique,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Low income,79.84044
Myanmar,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,Low income,
Myanmar,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,Low income,
Myanmar,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,Low income,
Myanmar,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,Low income,
Myanmar,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,Low income,
Myanmar,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,Low income,
Myanmar,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,Low income,
Myanmar,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,Low income,
Namibia,"Adult literacy rate, population 15+ years, female (%)",Sub-Saharan Africa,Upper middle income,87.95106
Namibia,"Adult literacy rate, population 15+ years, male (%)",Sub-Saharan Africa,Upper middle income,88.63123
Namibia,"Elderly literacy rate, population 65+ years, female (%)",Sub-Saharan Africa,Upper middle income,55.34145
Namibia,"Elderly literacy rate, population 65+ years, male (%)",Sub-Saharan Africa,Upper middle income,58.56687
Namibia,"Literacy rate, population 25-64 years, female (%)",Sub-Saharan Africa,Upper middle income,89.00884
Namibia,"Literacy rate, population 25-64 years, male (%)",Sub-Saharan Africa,Upper middle income,89.71173
Namibia,"Youth literacy rate, population 15-24 years, female (%)",Sub-Saharan Africa,Upper middle income,95.34632
Namibia,"Youth literacy rate, population 15-24 years, male (%)",Sub-Saharan Africa,Upper middle income,93.45852
Nauru,"Adult literacy rate, population 15+ years, female (%)",0,0,
Nauru,"Adult literacy rate, population 15+ years, male (%)",0,0,
Nauru,"Elderly literacy rate, population 65+ years, female (%)",0,0,
Nauru,"Elderly literacy rate, population 65+ years, male (%)",0,0,
Nauru,"Literacy rate, population 25-64 years, female (%)",0,0,
Nauru,"Literacy rate, population 25-64 years, male (%)",0,0,
Nauru,"Youth literacy rate, population 15-24 years, female (%)",0,0,
Nauru,"Youth literacy rate, population 15-24 years, male (%)",0,0,
Nepal,"Adult literacy rate, population 15+ years, female (%)",South Asia,Low income,48.83759
Nepal,"Adult literacy rate, population 15+ years, male (%)",South Asia,Low income,71.70838
Nepal,"Elderly literacy rate, population 65+ years, female (%)",South Asia,Low income,6.02554
Nepal,"Elderly literacy rate, population 65+ years, male (%)",South Asia,Low income,35.63504
Nepal,"Literacy rate, population 25-64 years, female (%)",South Asia,Low income,38.49667
Nepal,"Literacy rate, population 25-64 years, male (%)",South Asia,Low income,67.64494
Nepal,"Youth literacy rate, population 15-24 years, female (%)",South Asia,Low income,80.20683
Nepal,"Youth literacy rate, population 15-24 years, male (%)",South Asia,Low income,89.88402
Netherlands,"Adult literacy rate, population 15+ years, female (%)",Europe & Central Asia,High income: OECD,
Netherlands,"Adult literacy rate, population 15+ years, male (%)",Europe & Central Asia,High income: OECD,
Netherlands,"Elderly literacy rate, population 65+ years, female (%)",Europe & Central Asia,High income: OECD,
Netherlands,"Elderly literacy rate, population 65+ years, male (%)",Europe & Central Asia,High income: OECD,
Netherlands,"Literacy rate, population 25-64 years, female (%)",Europe & Central Asia,High income: OECD,
Netherlands,"Literacy rate, population 25-64 years, male (%)",Europe & Central Asia,High income: OECD,
Netherlands,"Youth literacy rate, population 15-24 years, female (%)",Europe & Central Asia,High income: OECD,
Netherlands,"Youth literacy rate, population 15-24 years, male (%)",Europe & Central Asia,High income: OECD,
New Caledonia,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: nonOECD,
New Caledonia,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: nonOECD,
New Caledonia,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: nonOECD,
New Caledonia,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: nonOECD,
New Caledonia,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: nonOECD,
New Caledonia,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: nonOECD,
New Caledonia,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: nonOECD,
New Caledonia,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: nonOECD,
New Zealand,"Adult literacy rate, population 15+ years, female (%)",East Asia & Pacific,High income: OECD,
New Zealand,"Adult literacy rate, population 15+ years, male (%)",East Asia & Pacific,High income: OECD,
New Zealand,"Elderly literacy rate, population 65+ years, female (%)",East Asia & Pacific,High income: OECD,
New Zealand,"Elderly literacy rate, population 65+ years, male (%)",East Asia & Pacific,High income: OECD,
New Zealand,"Literacy rate, population 25-64 years, female (%)",East Asia & Pacific,High income: OECD,
New Zealand,"Literacy rate, population 25-64 years, male (%)",East Asia & Pacific,High income: OECD,
New Zealand,"Youth literacy rate, population 15-24 years, female (%)",East Asia & Pacific,High income: OECD,
New Zealand,"Youth literacy rate, population 15-24 years, male (%)",East Asia & Pacific,High income: OECD,
Nicaragua,"Adult literacy rate, population 15+ years, female (%)",Latin America & Caribbean,Lower middle income,77.91604
Nicaragua,"Adult literacy rate, population 15+ years, male (%)",Latin America & Caribbean,Lower middle income,78.09643
Nicaragua,"Elderly literacy rate, population 65+ years, female (%)",Latin America & Caribbean,Lower middle income,48.45275
Nicaragua,"Elderly literacy rate, population 65+ years, male (%)",Latin America & Caribbean,Lower middle income,50.12963
Nicaragua,"Literacy rate, population 25-64 years, female (%)",Latin America & Caribbean,Lower middle income,75.15608
Nicaragua,"Literacy rate, population 25-64 years, male (%)",Latin America & Caribbean,Lower middle income,76.86418
Nicaragua,"Youth literacy rate, population 15-24 years, female (%)",Latin America & Caribbean,Lower middle income,88.84248
Nicaragua,"Youth literacy rate, population 15-24 years, male (%)",Latin America & Caribbean,Lower middle income,85.15562
